#Chromosome	Start	End	Gene	Transcript
chr7	158423861	158497495	NCAPG2	NM_017760.7
chr7	158523688	158622200	ESYT2	NM_001367773.1
chr7	158631936	158738880	DYNC2I1	NM_018051.5
chr7	158820866	158937559	VIPR2	NM_003382.5
chr8	116086	117024	OR4F21	NM_001005504.1
chr8	182137	197340	ZNF596	NM_001042416.3
chr8	356958	427967	FBXO25	NM_183420.2
chr8	439946	495780	TDRP	NM_001384899.1
chr8	564746	681224	ERICH1	NM_207332.3
chr8	687628	1656642	DLGAP2	NM_001346810.2
chr8	1711955	1734736	CLN8	NM_018941.4
chr8	1772092	1906807	ARHGEF10	NM_014629.4
chr8	1921843	1955102	KBTBD11	NM_014867.3
chr8	1993161	2093380	MYOM2	NM_003970.4
chr8	2792883	4852436	CSMD1	NM_033225.6
chr8	6264148	6506029	MCPH1	NM_024596.5
chr8	6357153	6420766	ANGPT2	NM_001118887.2
chr8	6566163	6619024	AGPAT5	NM_018361.5
chr8	6666038	6693046	XKR5	NM_207411.5
chr8	6728114	6735458	DEFB1	NM_005218.4
chr8	6782219	6783598	DEFA6	NM_001926.4
chr8	6793342	6795828	DEFA4	NM_001925.3
chr8	6835171	6837614	DEFA1	NM_004084.4
chr8	6854288	6856724	DEFA1B	NM_001042500.1
chr8	6873391	6875819	DEFA3	NM_005217.4
chr8	6912826	6914261	DEFA5	NM_021010.3
chr8	7170368	7177473	DEFB109B	NM_001037380.1
chr8	7189909	7191501	USP17L1	NM_001256873.1
chr8	7194637	7196229	USP17L4	NM_001256874.1
chr8	7213039	7243080	ZNF705G	NM_001164457.3
chr8	7272385	7274354	DEFB4B	NM_001205266.1
chr8	7286410	7287870	DEFB103B	NM_018661.4
chr8	7305276	7321196	SPAG11B	NM_058201.3
chr8	7327830	7332604	DEFB104B	NM_001040702.1
chr8	7340026	7343922	DEFB106B	NM_001040704.2
chr8	7345201	7347115	DEFB105B	NM_001040703.3
chr8	7353433	7366833	DEFB107B	NM_001040705.2
chr8	7397149	7399972	PRR23D1	NM_001282479.1
chr8	7636113	7638935	PRR23D2	NM_001282478.1
chr8	7669242	7673238	DEFB107A	NM_001037668.1
chr8	7679488	7681412	DEFB105A	NM_152250.2
chr8	7682661	7686575	DEFB106A	NM_152251.4
chr8	7693958	7698764	DEFB104A	NM_080389.3
chr8	7705530	7721319	SPAG11A	NM_001363726.2
chr8	7738914	7740185	DEFB103A	NM_001081551.4
chr8	7752199	7754238	DEFB4A	NM_004942.4
chr8	7783859	7809935	ZNF705B	NM_001193630.1
chr8	7829183	7830775	USP17L8	NM_001256872.1
chr8	7833915	7835507	USP17L3	NM_001256871.1
chr8	8175258	8243949	PRAG1	NM_001080826.3
chr8	8559447	8561606	CLDN23	NM_194284.3
chr8	8640864	8751140	MFHAS1	NM_004225.3
chr8	8860407	8957614	ERI1	NM_153332.4
chr8	8993765	9009049	PPP1R3B	NM_024607.4
chr8	9413422	9639856	TNKS	NM_003747.3
chr8	9911802	10286401	MSRA	NM_012331.5
chr8	10383042	10411676	PRSS55	NM_198464.4
chr8	10463859	10512653	RP1L1	NM_178857.6
chr8	10530138	10558100	C8orf74	NM_001040032.2
chr8	10581278	10588021	SOX7	NM_031439.4
chr8	10622471	10697385	PINX1	NM_017884.6
chr8	10753555	11059342	XKR6	NM_173683.4
chr8	11142325	11185655	MTMR9	NM_015458.4
chr8	11188521	11189869	SLC35G5	NM_054028.2
chr8	11278985	11324262	FAM167A	NM_053279.3
chr8	11351896	11422108	BLK	NM_001715.3
chr8	11534444	11617511	GATA4	NM_001308093.3
chr8	11618765	11620733	C8orf49	NM_001031839.3
chr8	11627219	11644854	NEIL2	NM_145043.4
chr8	11653091	11696818	FDFT1	NM_004462.5
chr8	11700033	11725596	CTSB	NM_001908.5
chr8	11831446	11832108	DEFB136	NM_001033018.2
chr8	11839765	11842099	DEFB135	NM_001033017.3
chr8	11850683	11858261	DEFB134	NM_001302695.2
chr8	11921898	11929256	DEFB130B	NM_001195257.1
chr8	11946847	11973025	ZNF705D	NM_001039615.3
chr8	11989926	11991608	USP17L7	NM_001256869.2
chr8	11993944	11996358	USP17L2	NM_201402.3
chr8	12039615	12051642	FAM86B1	NM_001083537.3
chr8	12168471	12175825	DEFB130A	NM_001037804.1
chr8	12281930	12293909	FAM86B2	NM_001137610.3
chr8	12579415	12613035	LONRF1	NM_152271.5
chr8	12803182	12887286	TRMT9B	NM_020844.3
chr8	12940870	13462129	DLC1	NM_182643.3
chr8	13424378	13425797	C8orf48	NM_001007090.3
chr8	13942354	15095940	SGCZ	NM_139167.4
chr8	15397596	15624158	TUSC3	NM_006765.4
chr8	15965390	16050160	MSR1	NM_138715.3
chr8	16849690	16859854	FGF20	NM_019851.3
chr8	16884747	16980151	MICU3	NM_181723.3
chr8	17013991	17082308	ZDHHC2	NM_016353.5
chr8	17082475	17104366	CNOT7	NM_013354.7
chr8	17104467	17190964	VPS37A	NM_152415.3
chr8	17154303	17270860	MTMR7	NM_004686.5
chr8	17354597	17428075	SLC7A2	NM_001370338.1
chr8	17433942	17500653	PDGFRL	NM_001372073.1
chr8	17501311	17659030	MTUS1	NM_001363059.2
chr8	17721898	17753047	FGL1	NM_004467.4
chr8	17780497	17887457	PCM1	NM_001352632.2
chr8	17913501	17942470	ASAH1	NM_177924.5
chr8	18027976	18081198	NAT1	NM_000662.8
chr8	18248792	18258728	NAT2	NM_000015.3
chr8	18384813	18871213	PSD3	NM_015310.4
chr8	19171204	19253729	SH2D4A	NM_022071.4
chr8	19261672	19615419	CSGALNACT1	NM_001354492.2
chr8	19674927	19709578	INTS10	NM_018142.4
chr8	19796764	19824770	LPL	NM_000237.3
chr8	20002366	20040647	SLC18A1	NM_003053.4
chr8	20054892	20079207	ATP6V1B2	NM_001693.4
chr8	20103676	20161474	LZTS1	NM_021020.5
chr8	21547910	21646387	GFRA2	NM_001495.5
chr8	21766384	21771201	DOK2	NM_003974.4
chr8	21777173	21864096	XPO7	NM_015024.5
chr8	21881645	21894408	NPM2	NM_001286680.2
chr8	21900264	21906320	FGF17	NM_003867.4
chr8	21906442	21940036	DMTN	NM_001323378.2
chr8	21946661	21962422	FAM160B2	NM_022749.7
chr8	21964389	21966932	NUDT18	NM_024815.4
chr8	21971932	21988565	HR	NM_005144.5
chr8	21995533	21999420	REEP4	NM_025232.4
chr8	22004343	22014319	LGI3	NM_139278.4
chr8	22014896	22021992	SFTPC	NM_001317778.2
chr8	22022885	22069839	BMP1	NM_006129.5
chr8	22077216	22089612	PHYHIP	NM_014759.5
chr8	22102646	22112114	POLR3D	NM_001722.3
chr8	22132829	22215081	PIWIL2	NM_018068.5
chr8	22224791	22291642	SLC39A14	NM_001128431.4
chr8	22298591	22398638	PPP3CC	NM_005605.5
chr8	22409440	22433301	SORBS3	NM_005775.5
chr8	22436254	22455539	PDLIM2	NM_001368120.1
chr8	22457112	22461655	C8orf58	NM_001013842.3
chr8	22462270	22479027	CCAR2	NM_021174.6
chr8	22477931	22526634	BIN3	NM_018688.6
chr8	22545172	22550993	EGR3	NM_004430.3
chr8	22570764	22798590	PEBP4	NM_144962.3
chr8	22844764	22877712	RHOBTB2	NM_015178.3
chr8	22877646	22926544	TNFRSF10B	NM_003842.5
chr8	22960434	22974958	TNFRSF10C	NM_003841.5
chr8	22993101	23021540	TNFRSF10D	NM_003840.5
chr8	23047965	23082615	TNFRSF10A	NM_003844.4
chr8	23101150	23119512	CHMP7	NM_152272.5
chr8	23145605	23153792	R3HCC1	NM_001136108.3
chr8	23154410	23261633	LOXL2	NM_002318.3
chr8	23286675	23315160	ENTPD4	NM_004901.5
chr8	23386469	23432976	SLC25A37	NM_016612.4
chr8	23536206	23540451	NKX3-1	NM_006167.4
chr8	23559253	23564269	NKX2-6	NM_001136271.3
chr8	23699442	23712319	STC1	NM_003155.3
chr8	24151582	24216527	ADAM28	NM_014265.6
chr8	24241798	24263526	ADAMDEC1	NM_014479.3
chr8	24298539	24367078	ADAM7	NM_003817.4
chr8	24771274	24776606	NEFM	NM_005382.2
chr8	24808468	24814126	NEFL	NM_006158.5
chr8	25042204	25273227	DOCK5	NM_024940.8
chr8	25276774	25282556	GNRH1	NM_001083111.2
chr8	25285363	25315949	KCTD9	NM_017634.4
chr8	25316447	25365433	CDCA2	NM_152562.4
chr8	25699241	25902929	EBF2	NM_022659.4
chr8	26149024	26230196	PPP2R2A	NM_002717.4
chr8	26240570	26270643	BNIP3L	NM_004331.3
chr8	26362217	26371388	PNMA2	NM_007257.6
chr8	26371547	26515691	DPYSL2	NM_001197293.3
chr8	26605667	26724795	ADRA1A	NM_000680.4
chr8	27092825	27115921	STMN4	NM_001283054.2
chr8	27142403	27168789	TRIM35	NM_171982.5
chr8	27168995	27316908	PTK2B	NM_173176.3
chr8	27317273	27336778	CHRNA2	NM_000742.4
chr8	27348660	27403081	EPHX2	NM_001979.6
chr8	27454434	27472217	CLU	NM_001831.4
chr8	27491419	27534288	SCARA3	NM_016240.3
chr8	27590833	27630157	CCDC25	NM_018246.3
chr8	27632071	27662833	ESCO2	NM_001017420.3
chr8	27667141	27695334	PBK	NM_018492.4
chr8	27727400	27850190	SCARA5	NM_173833.6
chr8	27879481	27941453	NUGGC	NM_001010906.2
chr8	27947749	28048670	ELP3	NM_018091.6
chr8	28174785	28200868	PNOC	NM_006228.5
chr8	28203107	28243977	ZNF395	NM_018660.3
chr8	28285929	28347746	FBXO16	NM_172366.4
chr8	28351729	28431775	FZD3	NM_017412.4
chr8	28559018	28613116	EXTL3	NM_001440.4
chr8	28625178	28747486	INTS9	NM_018250.4
chr8	28747912	28910787	HMBOX1	NM_001135726.3
chr8	28924795	29120587	KIF13B	NM_015254.4
chr8	29190581	29208201	DUSP4	NM_001394.7
chr8	29920519	29940724	SARAF	NM_016127.6
chr8	29952924	29995864	LEPROTL1	NM_015344.3
chr8	29989187	30002181	MBOAT4	NM_001100916.2
chr8	30013885	30041155	DCTN6	NM_006571.4
chr8	30242057	30429773	RBPMS	NM_001008710.3
chr8	30435835	30515753	GTF2E2	NM_002095.6
chr8	30496097	30503581	SMIM18	NM_001206847.2
chr8	30535583	30585363	GSR	NM_000637.5
chr8	30601681	30624522	UBXN8	NM_005671.4
chr8	30643132	30670334	PPP2CB	NM_001009552.2
chr8	30689060	30770524	TEX15	NM_001350162.2
chr8	30853318	30890872	PURG	NM_001323311.2
chr8	30891326	31033654	WRN	NM_000553.6
chr8	31496761	32631564	NRG1	NM_001322205.2
chr8	33228342	33330664	FUT10	NM_032664.3
chr8	33342700	33358780	MAK16	NM_032509.4
chr8	33356240	33370653	TTI2	NM_001102401.4
chr8	33405272	33424646	RNF122	NM_024787.3
chr8	33448848	33457541	DUSP26	NM_024025.3
chr8	35092993	35654058	UNC5D	NM_080872.4
chr8	36641892	36793643	KCNU1	NM_001031836.3
chr8	37553300	37557537	ZNF703	NM_025069.3
chr8	37594152	37615940	ERLIN2	NM_007175.8
chr8	37620064	37637286	PLPBP	NM_007198.4
chr8	37654401	37702414	ADGRA2	NM_032777.10
chr8	37700786	37707379	BRF2	NM_018310.4
chr8	37716136	37757015	RAB11FIP1	NM_001002814.3
chr8	37791799	37797642	GOT1L1	NM_152413.3
chr8	37820508	37824117	ADRB3	NM_000025.3
chr8	37888052	37917883	EIF4EBP1	NM_004095.4
chr8	37963011	37997598	ASH2L	NM_004674.5
chr8	38000218	38008470	STAR	NM_000349.3
chr8	38020839	38034248	LSM1	NM_014462.3
chr8	38034373	38070819	BAG4	NM_004874.4
chr8	38089103	38120354	DDHD2	NM_015214.3
chr8	38120648	38126742	PLPP5	NM_001102559.2
chr8	38127222	38239789	NSD3	NM_023034.2
chr8	38243994	38267045	LETM2	NM_001286819.2
chr8	38268661	38326153	FGFR1	NM_023110.3
chr8	38586100	38710546	TACC1	NM_006283.3
chr8	38758864	38831431	PLEKHA2	NM_021623.2
chr8	38831747	38846182	HTRA4	NM_153692.4
chr8	38846327	38854028	TM2D2	NM_078473.3
chr8	38854492	38962780	ADAM9	NM_003816.3
chr8	38965048	39142436	ADAM32	NM_145004.7
chr8	39442087	39587584	ADAM18	NM_014237.3
chr8	39601254	39695746	ADAM2	NM_001464.5
chr8	39771410	39786309	IDO1	NM_002164.6
chr8	39792474	39873910	IDO2	NM_194294.2
chr8	40011001	40012829	TCIM	NM_020130.5
chr8	40388109	40755345	ZMAT4	NM_024645.3
chr8	41119481	41166992	SFRP1	NM_003012.5
chr8	41347915	41368499	GOLGA7	NM_001002296.2
chr8	41386780	41402549	GINS4	NM_032336.3
chr8	41435719	41482520	GPAT4	NM_178819.4
chr8	41502696	41508336	NKX6-3	NM_001364841.2
chr8	41510744	41754259	ANK1	NM_000037.4
chr8	41786997	41909505	KAT6A	NM_006766.5
chr8	42010581	42028701	AP3M2	NM_006803.4
chr8	42032236	42065083	PLAT	NM_000930.5
chr8	42128820	42189978	IKBKB	NM_001556.3
chr8	42196012	42229326	POLB	NM_002690.3
chr8	42231581	42234747	DKK4	NM_014420.3
chr8	42249279	42263455	VDAC3	NM_005662.7
chr8	42273993	42397097	SLC20A2	NM_001257180.2
chr8	42396291	42410338	SMIM19	NM_001135674.2
chr8	42552509	42592550	CHRNB3	NM_000749.5
chr8	42607763	42623929	CHRNA6	NM_004198.3
chr8	42691817	42698468	THAP1	NM_018105.3
chr8	42704780	42751748	RNF170	NM_030954.4
chr8	42752121	42885678	HOOK3	NM_032410.4
chr8	42911466	42940928	FNTA	NM_002027.3
chr8	42948658	42978577	POMK	NM_032237.5
chr8	42995607	43057998	HGSNAT	NM_152419.3
chr8	43147585	43218328	POTEA	NM_001005365.2
chr8	48173470	48648868	SPIDR	NM_001080394.4
chr8	48649475	48650726	CEBPD	NM_005195.4
chr8	48685672	48872696	PRKDC	NM_006904.7
chr8	48873501	48890720	MCM4	NM_182746.3
chr8	48920991	48977268	UBE2V2	NM_003350.3
chr8	49623348	49647870	EFCAB1	NM_024593.4
chr8	49830157	49833988	SNAI2	NM_003068.5
chr8	49966895	49988652	PPDPFL	NM_001256597.2
chr8	50822356	51709252	SNTG1	NM_018967.5
chr8	52232137	52722005	PXDNL	NM_144651.5
chr8	52730135	52811746	PCMTD1	NM_052937.4
chr8	53023398	53322439	ST18	NM_001352842.2
chr8	53446597	53477990	ALKAL1	NM_207413.4
chr8	53535018	53626995	RB1CC1	NM_014781.5
chr8	53851742	53856294	NPBWR1	NM_005285.5
chr8	54138284	54164197	OPRK1	NM_000912.5
chr8	54628103	54755805	ATP6V1H	NM_015941.4
chr8	54764355	54871864	RGS20	NM_170587.4
chr8	54879116	54935008	TCEA1	NM_006756.4
chr8	54958927	55014507	LYPLA1	NM_006330.4
chr8	55047801	55061074	MRPL15	NM_014175.4
chr8	55370495	55373452	SOX17	NM_022454.4
chr8	55471745	55783794	RP1	NM_006269.2
chr8	56014588	56454613	XKR4	NM_052898.2
chr8	56651317	56685937	TMEM68	NM_001286657.2
chr8	56686005	56739004	TGS1	NM_024831.8
chr8	56792394	56926728	LYN	NM_002350.4
chr8	56979813	56987065	RPS20	NM_001023.4
chr8	57025501	57026541	MOS	NM_005372.1
chr8	57073468	57123832	PLAG1	NM_002655.3
chr8	57124348	57131368	CHCHD7	NM_001011671.3
chr8	57212564	57232734	SDR16C5	NM_138969.4
chr8	57353516	57359200	PENK	NM_001135690.3
chr8	57870490	57906426	BPNT2	NM_017813.5
chr8	58907082	59061343	FAM110B	NM_001377989.1
chr8	59323920	59364060	UBXN2B	NM_001077619.2
chr8	59402737	59412722	CYP7A1	NM_000780.4
chr8	59465820	59495417	SDCBP	NM_005625.4
chr8	59496063	59572412	NSMAF	NM_003580.4
chr8	59717971	60031706	TOX	NM_014729.3
chr8	61097971	61193959	CA8	NM_004056.6
chr8	61429469	61536203	RAB2A	NM_002865.3
chr8	61591299	61780587	CHD7	NM_017780.4
chr8	62200529	62414188	CLVS1	NM_173519.3
chr8	62413115	62627151	ASPH	NM_004318.4
chr8	63161413	63912211	NKAIN3	NM_001304533.3
chr8	63927638	63951365	GGH	NM_003878.3
chr8	63972047	63998612	TTPA	NM_000370.3
chr8	64081112	64125346	YTHDF3	NM_152758.6
chr8	65492922	65496184	BHLHE22	NM_152414.5
chr8	65499132	65711294	CYP7B1	NM_004820.5
chr8	66514693	66546412	ARMC1	NM_018120.6
chr8	66556969	66622798	MTFR1	NM_014637.4
chr8	66626569	66754299	PDE7A	NM_001242318.3
chr8	66927213	67013480	DNAJC5B	NM_033105.6
chr8	67039364	67087720	TRIM55	NM_184085.2
chr8	67088611	67090699	CRH	NM_000756.4
chr8	67341249	67342968	RRS1	NM_015169.4
chr8	67344739	67381142	ADHFE1	NM_144650.3
chr8	67405801	67430759	VXN	NM_152765.4
chr8	67474410	67525453	MYBL1	NM_001144755.3
chr8	67540722	67579466	VCPIP1	NM_025054.5
chr8	67625016	67774257	SGK3	NM_001033578.3
chr8	67783006	67834283	MCMDC2	NM_173518.5
chr8	67858736	67874826	TCF24	NM_001193502.2
chr8	67876338	67940789	PPP1R42	NM_001364910.1
chr8	67955314	67974368	COPS5	NM_006837.3
chr8	67976603	68108849	CSPP1	NM_001382391.1
chr8	68109893	68256016	ARFGEF1	NM_006421.5
chr8	68334273	68658595	CPA6	NM_020361.5
chr8	68864281	69149267	PREX2	NM_024870.4
chr8	69242608	69731258	C8orf34	NM_052958.4
chr8	70379016	70573147	SULF1	NM_001128205.2
chr8	70579281	70747213	SLCO5A1	NM_030958.3
chr8	70963886	70983487	PRDM14	NM_024504.4
chr8	71022017	71316452	NCOA2	NM_006540.4
chr8	71485453	71520651	TRAM1	NM_014294.6
chr8	71549501	71581420	LACTB2	NM_016027.3
chr8	71581574	71648177	XKR9	NM_001011720.2
chr8	72109668	72460329	EYA1	NM_000503.6
chr8	72753795	72756647	MSC	NM_005098.4
chr8	72933485	72987819	TRPA1	NM_007332.3
chr8	73449460	73850584	KCNB2	NM_004770.3
chr8	73921099	73960358	TERF1	NM_017489.3
chr8	73976778	74005407	SBSPON	NM_153225.4
chr8	74153566	74171737	C8orf89	NM_001243237.2
chr8	74202477	74206701	RPL7	NM_000971.4
chr8	74206837	74237516	RDH10	NM_172037.5
chr8	74332604	74659715	STAU2	NM_001164380.2
chr8	74692331	74791097	UBE2W	NM_018299.6
chr8	74857354	74884522	ELOC	NM_005648.4
chr8	74888430	74895018	TMEM70	NM_017866.6
chr8	74903627	74941314	LY96	NM_015364.5
chr8	75146935	75233775	JPH1	NM_020647.4
chr8	75262638	75401107	GDAP1	NM_018972.4
chr8	75736769	75767264	PI15	NM_015886.5
chr8	75896740	75946793	CRISPLD1	NM_031461.6
chr8	76319884	76479069	HNF4G	NM_004133.5
chr8	77593482	77779517	ZFHX4	NM_024721.5
chr8	77892494	77913280	PEX2	NM_000318.3
chr8	79428575	79517502	PKIA	NM_006823.4
chr8	79578324	79632000	ZC2HC1A	NM_016010.3
chr8	79645007	79717698	IL7	NM_000880.4
chr8	80523352	80578393	STMN2	NM_007029.4
chr8	80676245	80680002	HEY1	NM_012258.4
chr8	80830952	81083799	TPD52	NM_001025253.3
chr8	80830952	80942494	MRPS28	NM_014018.3
chr8	81397828	81438500	ZBTB10	NM_001105539.3
chr8	81540686	81787016	ZNF704	NM_001033723.3
chr8	81880045	82024303	PAG1	NM_018440.4
chr8	82192771	82197010	FABP5	NM_001444.3
chr8	82352561	82359674	PMP2	NM_002677.5
chr8	82370488	82373814	FABP9	NM_001080526.2
chr8	82390654	82395468	FABP4	NM_001442.3
chr8	82437206	82446047	FABP12	NM_001105281.3
chr8	82569149	82598560	IMPA1	NM_005536.4
chr8	82605866	82607293	SLC10A5	NM_001010893.3
chr8	82613566	82633539	ZFAND1	NM_024699.3
chr8	82644683	82671750	CHMP4C	NM_152284.4
chr8	82711818	82754420	SNX16	NM_152836.3
chr8	85095022	85834079	RALYL	NM_173848.7
chr8	86019473	86058315	LRRCC1	NM_033402.5
chr8	86089389	86126753	E2F5	NM_001951.4
chr8	86126283	86132603	RBIS	NM_001099673.3
chr8	86157687	86196302	CA13	NM_198584.3
chr8	86239837	86290342	CA1	NM_001128831.4
chr8	86351088	86361269	CA3	NM_005181.4
chr8	86376236	86393722	CA2	NM_000067.3
chr8	87059338	87081897	PSKH2	NM_033126.3
chr8	87111139	87166454	ATP6V0D2	NM_152565.1
chr8	87226292	87242610	SLC7A13	NM_138817.3
chr8	87354776	87480732	WWP1	NM_007013.4
chr8	87484578	87526586	RMDN1	NM_016033.3
chr8	87526664	87573726	CPNE3	NM_003909.5
chr8	87586407	87755862	CNGB3	NM_019098.5
chr8	87878643	88395087	CNBD1	NM_173538.3
chr8	88882975	88886243	DCAF4L2	NM_152418.4
chr8	89044239	89339712	MMP16	NM_005941.5
chr8	90770044	90803292	RIPK2	NM_003821.6
chr8	90914096	90940116	OSGIN2	NM_001126111.3
chr8	90945559	90996895	NBN	NM_002485.5
chr8	91013705	91065861	DECR1	NM_001359.2
chr8	91070836	91095107	CALB1	NM_004929.4
chr8	91634223	91658311	TMEM64	NM_001008495.4
chr8	91804003	91971621	NECAB1	NM_022351.5
chr8	91970699	91997621	C8orf88	NM_001190972.2
chr8	92006030	92053087	PIP4P2	NM_018710.3
chr8	92082572	92099321	OTUD6B	NM_016023.5
chr8	92114847	92231485	LRRC69	NM_001129890.1
chr8	92221724	92410383	SLC26A7	NM_052832.4
chr8	92967195	93115613	RUNX1T1	NM_175634.3
chr8	93895762	93978372	TRIQK	NM_001171797.2
chr8	94712778	94743755	CIBAR1	NM_145269.5
chr8	94740383	94753237	RBM12B	NM_001377960.1
chr8	94767072	94831466	TMEM67	NM_153704.6
chr8	94929151	94938296	PDP1	NM_018444.4
chr8	95139390	95229506	CDH17	NM_004063.4
chr8	95261481	95274547	GEM	NM_005261.4
chr8	95384188	95487343	RAD54B	NM_012415.3
chr8	95439944	95449172	FSBP	NM_001256141.2
chr8	95499917	95565697	VIRMA	NM_015496.5
chr8	95653402	95719694	ESRP1	NM_017697.4
chr8	95732128	95806064	DPY19L4	NM_181787.3
chr8	95835515	95893974	INTS8	NM_017864.4
chr8	95892452	95907429	CCNE2	NM_057749.3
chr8	95908027	96130724	NDUFAF6	NM_152416.4
chr8	95938200	95961606	TP53INP1	NM_033285.4
chr8	96146013	96168913	PLEKHF2	NM_024613.4
chr8	96257141	96281429	C8orf37	NM_177965.4
chr8	97154561	97173034	GDF6	NM_001001557.4
chr8	97235175	97247773	UQCRB	NM_006294.5
chr8	97251626	97273841	MTERF3	NM_015942.5
chr8	97274130	97349223	PTDSS1	NM_014754.3
chr8	97506041	97624018	SDC2	NM_002998.4
chr8	97657470	98155729	CPQ	NM_016134.4
chr8	98285716	98290156	TSPYL5	NM_033512.3
chr8	98656412	98742488	MTDH	NM_178812.4
chr8	98788016	98865241	LAPTM4B	NM_018407.6
chr8	98881292	99048952	MATN2	NM_002380.5
chr8	99053949	99057773	RPL30	NM_000989.4
chr8	99076796	99105837	ERICH5	NM_173549.3
chr8	99114572	99129399	RIDA	NM_005836.3
chr8	99129521	99172063	POP1	NM_001145860.2
chr8	99202054	99306463	NIPAL2	NM_001321635.2
chr8	99439186	99445081	KCNS2	NM_020697.4
chr8	99466861	99954838	STK3	NM_006281.4
chr8	99956670	99964328	OSR2	NM_001142462.3
chr8	100025502	100889808	VPS13B	NM_152564.5
chr8	100890093	100905935	COX6C	NM_004374.4
chr8	100973164	101118277	RGS22	NM_015668.5
chr8	101145579	101158045	FBXO43	NM_001029860.4
chr8	101162864	101166231	POLR2K	NM_005034.4
chr8	101170266	101254132	SPAG1	NM_003114.5
chr8	101269295	101348432	RNF19A	NM_183419.4
chr8	101521980	101571987	ANKRD46	NM_001270377.2
chr8	101585102	101661893	SNX31	NM_152628.4
chr8	101715144	101734316	PABPC1	NM_002568.4
chr8	101928751	101965610	YWHAZ	NM_145690.3
chr8	102209280	102218450	ZNF706	NM_016096.5
chr8	102504667	102681954	GRHL2	NM_024915.4
chr8	102698770	103137135	NCALD	NM_032041.3
chr8	103216729	103251189	RRM2B	NM_015713.5
chr8	103264501	103424928	UBR5	NM_015902.6
chr8	103563817	103573246	ODF1	NM_024410.4
chr8	103661012	103667953	KLF10	NM_005655.4
chr8	103838530	103876428	AZIN1	NM_148174.4
chr8	104033311	104085279	ATP6V1C1	NM_001695.5
chr8	104152953	104242533	BAALC	NM_024812.3
chr8	104310722	104345094	FZD6	NM_003506.4
chr8	104383766	104395217	CTHRC1	NM_138455.4
chr8	104410866	104427335	SLC25A32	NM_030780.5
chr8	104427614	104455681	DCAF13	NM_015420.7
chr8	104512838	105268322	RIMS2	NM_001348484.2
chr8	105352024	105368917	DCSTAMP	NM_030788.4
chr8	105391659	105479283	DPYS	NM_001385.3
chr8	105501464	105601486	LRP12	NM_013437.5
chr8	106330666	106816767	ZFPM2	NM_012082.4
chr8	107282406	107764922	OXR1	NM_001198533.2
chr8	107771711	107782472	ABRA	NM_139166.5
chr8	108261710	108510146	ANGPT1	NM_001146.5
chr8	108911544	109095848	RSPO2	NM_178565.5
chr8	109213445	109260946	EIF3E	NM_001568.3
chr8	109455853	109501425	EMC2	NM_014673.5
chr8	109619079	109799823	TMEM74	NM_153015.3
chr8	110098814	110133794	TRHR	NM_003301.7
chr8	110253148	110346316	NUDCD1	NM_032869.4
chr8	110346576	110358183	ENY2	NM_020189.6
chr8	110374690	110549436	PKHD1L1	NM_177531.6
chr8	110551931	110578225	EBAG9	NM_004215.5
chr8	110586207	110703829	SYBU	NM_001099754.2
chr8	110975865	110988000	KCNV1	NM_014379.4
chr8	113235157	114449168	CSMD3	NM_198123.2
chr8	116420724	116681202	TRPS1	NM_014112.5
chr8	117654369	117768062	EIF3H	NM_003756.3
chr8	117778763	117786923	UTP23	NM_032334.3
chr8	117858173	117887015	RAD21	NM_006265.3
chr8	117950446	117956726	AARD	NM_001025357.3
chr8	117962456	118188953	SLC30A8	NM_001172814.2
chr8	118532952	118552501	MED30	NM_080651.4
chr8	118806729	119124065	EXT1	NM_000127.3
chr8	119144064	119634202	SAMD12	NM_207506.3
chr8	119935796	119964124	TNFRSF11B	NM_002546.4
chr8	119964502	120120694	COLEC10	NM_006438.5
chr8	120220602	120257913	MAL2	NM_052886.3
chr8	120428686	120436674	CCN3	NM_002514.4
chr8	120569326	120685630	ENPP2	NM_001040092.3
chr8	120743014	120845081	TAF2	NM_003184.4
chr8	120846216	120868134	DSCC1	NM_024094.3
chr8	120885962	121063157	DEPTOR	NM_022783.4
chr8	121137341	121385812	COL14A1	NM_021110.4
chr8	121407676	121457390	MRPL13	NM_014078.6
chr8	121457659	121535876	MTBP	NM_022045.5
chr8	121547996	121824286	SNTB1	NM_021021.4
chr8	122624356	122653680	HAS2	NM_005328.3
chr8	123793894	123986750	ZHX2	NM_014943.5
chr8	124025410	124054542	DERL1	NM_024295.6
chr8	124084947	124177413	TBC1D31	NM_145647.4
